gene_id,HBR_Rep1_ERCC-Mix2,HBR_Rep2_ERCC-Mix2,HBR_Rep3_ERCC-Mix2,UHR_Rep1_ERCC-Mix1,UHR_Rep2_ERCC-Mix1,UHR_Rep3_ERCC-Mix1
ENSG00000299426,0,0,0,0,0,0
ENSG00000299439,0,0,0,0,0,0
ENSG00000230198|RPL37P4,0,0,0,0,0,0
ENSG00000271486|NIPA2P3,0,0,0,0,0,0
ENSG00000297006,0,0,0,0,0,0
ENSG00000229336|SREK1IP1P1,0,0,0,0,0,0
ENSG00000215353|C1QBPP1,0,0,0,0,0,0
ENSG00000233480|LINC01683,0,0,0,0,0,0
ENSG00000233236|LINC02573,0,0,0,0,0,0
ENSG00000251851|RNU6-772P,0,0,0,0,0,0
ENSG00000252963|RN7SKP147,0,0,0,0,0,0
ENSG00000302886,0,0,0,0,0,0
ENSG00000233676|FDPSP6,0,0,0,0,0,0
ENSG00000234439|KRT18P2,0,0,0,0,0,0
ENSG00000233206|RPS3AP1,0,0,0,0,0,0
ENSG00000276738,0,0,0,0,0,0
ENSG00000224924|LINC00320,0,0,0,0,0,0
ENSG00000215351|PPIAP1,0,0,0,0,0,0
ENSG00000309159,0,0,0,0,0,0
ENSG00000154654|NCAM2,0,0,0,0,0,0
ENSG00000226771,0,0,0,0,0,0
ENSG00000234730,0,0,0,0,0,0
ENSG00000237527,0,0,0,0,0,0
ENSG00000303723,0,0,0,0,0,0
ENSG00000238265|LINC00317,0,0,0,0,0,0
ENSG00000233997|LINC01425,0,0,0,0,0,0
ENSG00000305043,0,0,0,0,0,0
ENSG00000301453,0,0,0,0,0,0
ENSG00000227075,0,0,0,0,0,0
ENSG00000233215|LINC01687,0,0,0,0,0,0
ENSG00000184856|LINC00308,0,0,0,0,0,0
ENSG00000234340,0,0,0,0,0,0
ENSG00000231136,0,0,0,0,0,0
ENSG00000226043,0,0,0,0,0,0
ENSG00000202339|RNU4-45P,0,0,0,0,0,0
ENSG00000295777,0,0,0,0,0,0
ENSG00000223488|MAPK6P2,0,0,0,0,0,0
ENSG00000234034,0,0,0,0,0,0
ENSG00000307202,0,0,0,0,0,0
ENSG00000304016,0,0,0,0,0,0
ENSG00000225906,0,0,0,0,0,0
ENSG00000299538,0,0,0,0,0,0
ENSG00000295347,0,0,0,0,0,0
ENSG00000230972,0,0,0,0,0,0
ENSG00000275469|MIR6130,0,0,0,0,0,0
ENSG00000219368|ZNF299P,0,0,0,0,0,0
ENSG00000231058|MSANTD2P1,0,0,0,0,0,0
ENSG00000286222,0,0,0,0,0,0
ENSG00000223078|RNU2-55P,0,0,0,0,0,0
ENSG00000228592,0,0,0,0,0,0
ENSG00000223822|EEF1A1P1,0,0,0,0,0,0
ENSG00000237569|TUBAP1,0,0,0,0,0,0
ENSG00000227716,0,0,0,0,0,0
ENSG00000199698|Y_RNA,0,0,0,0,0,0
ENSG00000288094,0,0,0,0,0,0
ENSG00000304707,0,0,0,0,0,0
ENSG00000287612,0,0,0,0,0,0
ENSG00000231986,0,0,0,0,0,0
ENSG00000297962,0,0,0,0,0,0
ENSG00000235564,0,0,0,0,0,0
ENSG00000287801,0,0,0,0,0,0
ENSG00000226996,0,0,0,0,0,0
ENSG00000295448,0,0,0,0,0,0
ENSG00000224018,0,0,0,0,0,0
ENSG00000237484|LINC01684,0,0,0,0,0,0
ENSG00000294567,0,0,0,0,0,0
ENSG00000294544,0,0,0,0,0,0
ENSG00000224832|LINC01689,0,0,0,0,0,0
ENSG00000302687,0,0,0,0,0,0
ENSG00000226983|LINC01692,0,0,0,0,0,0
ENSG00000227090,0,0,0,0,0,0
ENSG00000230379,0,0,0,0,0,0
ENSG00000237444,0,0,0,0,0,0
ENSG00000244278,0,0,0,0,0,0
ENSG00000232512,0,0,0,0,0,0
ENSG00000274662|RN7SKP236,0,0,0,0,0,0
ENSG00000223870,0,0,0,0,0,0
ENSG00000222042,0,0,0,0,0,0
ENSG00000296786,0,0,0,0,0,0
ENSG00000238627|RNA5SP489,0,0,0,0,0,0
ENSG00000213885|RPL13AP7,0,0,0,0,0,0
ENSG00000293050,0,0,0,0,0,0
ENSG00000304265,0,0,0,0,0,0
ENSG00000279534,0,0,0,0,0,0
ENSG00000185433|LINC00158,0,0,0,0,0,0
ENSG00000309814,0,0,0,0,0,0
ENSG00000229962,0,0,0,0,0,0
ENSG00000234883|MIR155HG,0,0,0,0,0,0
ENSG00000301524,0,0,0,0,0,0
ENSG00000283904|MIR155,0,0,0,0,0,0
ENSG00000260583,0,0,0,0,0,0
ENSG00000154719|MRPL39,0,0,0,0,0,0
ENSG00000296604,0,0,0,0,0,0
ENSG00000154721|JAM2,0,0,0,0,0,0
ENSG00000237731|RNGTTP1,0,0,0,0,0,0
ENSG00000287109,0,0,0,0,0,0
ENSG00000227054|FDX1P2,0,0,0,0,0,0
ENSG00000154723|ATP5PF,0,0,0,0,0,0
ENSG00000154727|GABPA,0,0,0,0,0,0
ENSG00000235514|LLPHP2,0,0,0,0,0,0
ENSG00000304476,0,0,0,0,0,0
ENSG00000142192|APP,0,0,0,0,0,0
ENSG00000233783,0,0,0,0,0,0
ENSG00000251972|RNU6-123P,0,0,0,0,0,0
ENSG00000224541,0,0,0,0,0,0
ENSG00000273492|APP-DT,0,0,0,0,0,0
ENSG00000206802|RNU6-926P,0,0,0,0,0,0
ENSG00000289899,0,0,0,0,0,0
ENSG00000197934|CYYR1-AS1,0,0,0,0,0,0
ENSG00000286902,0,0,0,0,0,0
ENSG00000229025,0,0,0,0,0,0
ENSG00000294485,0,0,0,0,0,0
ENSG00000294504,0,0,0,0,0,0
ENSG00000273115,0,0,0,0,0,0
ENSG00000166265|CYYR1,0,0,0,0,0,0
ENSG00000304035,0,0,0,0,0,0
ENSG00000304522,0,0,0,0,0,0
ENSG00000293952,0,0,0,0,0,0
ENSG00000304255,0,0,0,0,0,0
ENSG00000154734|ADAMTS1,0,0,0,0,0,0
ENSG00000309000,0,0,0,0,0,0
ENSG00000223563,0,0,0,0,0,0
ENSG00000154736|ADAMTS5,0,0,0,0,0,0
ENSG00000266133|MIR4759,0,0,0,0,0,0
ENSG00000296857,0,0,0,0,0,0
ENSG00000296878,0,0,0,0,0,0
ENSG00000215326|GPX1P2,0,0,0,0,0,0
ENSG00000231236,0,0,0,0,0,0
ENSG00000236332,0,0,0,0,0,0
ENSG00000233300|EIF4A1P1,0,0,0,0,0,0
ENSG00000217026|RPL10P1,0,0,0,0,0,0
ENSG00000299571,0,0,0,0,0,0
ENSG00000219592|NCSTNP1,0,0,0,0,0,0
ENSG00000300745,0,0,0,0,0,0
ENSG00000300782,0,0,0,0,0,0
ENSG00000300761,0,0,0,0,0,0
ENSG00000301912,0,0,0,0,0,0
ENSG00000234052|LINC01673,0,0,0,0,0,0
ENSG00000225298|LINC00113,0,0,0,0,0,0
ENSG00000303397,0,0,0,0,0,0
ENSG00000178457|LINC00314,0,0,0,0,0,0
ENSG00000232079|LINC01697,0,0,0,0,0,0
ENSG00000236532|LINC01695,0,0,0,0,0,0
ENSG00000304889,0,0,0,0,0,0
ENSG00000232855|LINC03138,0,0,0,0,0,0
ENSG00000307297,0,0,0,0,0,0
ENSG00000307389,0,0,0,0,0,0
ENSG00000307359,0,0,0,0,0,0
ENSG00000226935|LINC00161,0,0,0,0,0,0
ENSG00000283300|U6,0,0,0,0,0,0
ENSG00000156239|HEMK2,0,0,0,0,0,0
ENSG00000307311,0,0,0,0,0,0
ENSG00000215005|HSPD1P7,0,0,0,0,0,0
ENSG00000215317|THUMPD1P1,0,0,0,0,0,0
ENSG00000296381,0,0,0,0,0,0
ENSG00000198862|LTN1,0,0,0,0,0,0
ENSG00000306081,0,0,0,0,0,0
ENSG00000308554,0,0,0,0,0,0
ENSG00000176054|RPL23P2,0,0,0,0,0,0
ENSG00000308572,0,0,0,0,0,0
ENSG00000156253|RWDD2B,0,0,0,0,0,0
ENSG00000273254,0,0,0,0,0,0
ENSG00000156256|USP16,0,0,0,0,0,0
ENSG00000156261|CCT8,0,0,0,0,0,0
ENSG00000231125,0,0,0,0,0,0
ENSG00000286018,0,0,0,0,0,0
ENSG00000156265|MAP3K7CL,0,0,0,0,0,0
ENSG00000232687|RPL12P9,0,0,0,0,0,0
ENSG00000201984|Y_RNA,0,0,0,0,0,0
ENSG00000304313,0,0,0,0,0,0
ENSG00000212479|U3,0,0,0,0,0,0
ENSG00000224649,0,0,0,0,0,0
ENSG00000215533|LINC00189,0,0,0,0,0,0
ENSG00000156273|BACH1,0,0,0,0,0,0
ENSG00000236056|GAPDHP14,0,0,0,0,0,0
ENSG00000248476|BACH1-IT1,0,0,0,0,0,0
ENSG00000273017,0,0,0,0,0,0
ENSG00000232118|BACH1-AS1,0,0,0,0,0,0
ENSG00000228817|BACH1-IT2,0,0,0,0,0,0
ENSG00000296886,0,0,0,0,0,0
ENSG00000296905,0,0,0,0,0,0
ENSG00000234293|BACH1-IT3,0,0,0,0,0,0
ENSG00000171189|GRIK1,0,0,0,0,0,0
ENSG00000296862,0,0,0,0,0,0
ENSG00000273464,0,0,0,0,0,0
ENSG00000174680|GRIK1-AS1,0,0,0,0,0,0
ENSG00000259981,0,0,0,0,0,0
ENSG00000156282|CLDN17,0,0,0,0,0,0
ENSG00000227342|LINC00307,0,0,0,0,0,0
ENSG00000156284|CLDN8,0,0,0,0,0,0
ENSG00000225267|RPL8P2,0,0,0,0,0,0
ENSG00000188694|KRTAP24-1,0,0,0,0,0,0
ENSG00000232263|KRTAP25-1,0,0,0,0,0,0
ENSG00000197683|KRTAP26-1,0,0,0,0,0,0
ENSG00000206107|KRTAP27-1,0,0,0,0,0,0
ENSG00000186980|KRTAP23-1,0,0,0,0,0,0
ENSG00000250973|KRTAP13-6P,0,0,0,0,0,0
ENSG00000182816|KRTAP13-2,0,0,0,0,0,0
ENSG00000265007|MIR4327,0,0,0,0,0,0
ENSG00000198390|KRTAP13-1,0,0,0,0,0,0
ENSG00000240432|KRTAP13-3,0,0,0,0,0,0
ENSG00000186971|KRTAP13-4,0,0,0,0,0,0
ENSG00000233640|KRTAP13-5P,0,0,0,0,0,0
ENSG00000186970|KRTAP15-1,0,0,0,0,0,0
ENSG00000295465,0,0,0,0,0,0
ENSG00000303806,0,0,0,0,0,0
ENSG00000184351|KRTAP19-1,0,0,0,0,0,0
ENSG00000186965|KRTAP19-2,0,0,0,0,0,0
ENSG00000244025|KRTAP19-3,0,0,0,0,0,0
ENSG00000186967|KRTAP19-4,0,0,0,0,0,0
ENSG00000186977|KRTAP19-5,0,0,0,0,0,0
ENSG00000237841|KRTAP19-9P,0,0,0,0,0,0
ENSG00000235312|KRTAP19-10P,0,0,0,0,0,0
ENSG00000218125,0,0,0,0,0,0
ENSG00000308278,0,0,0,0,0,0
ENSG00000236612|KRTAP19-11P,0,0,0,0,0,0
ENSG00000186925|KRTAP19-6,0,0,0,0,0,0
ENSG00000244362|KRTAP19-7,0,0,0,0,0,0
ENSG00000206106|KRTAP22-2,0,0,0,0,0,0
ENSG00000212938|KRTAP6-3,0,0,0,0,0,0
ENSG00000186930|KRTAP6-2,0,0,0,0,0,0
ENSG00000186924|KRTAP22-1,0,0,0,0,0,0
ENSG00000184724|KRTAP6-1,0,0,0,0,0,0
ENSG00000244624|KRTAP20-1,0,0,0,0,0,0
ENSG00000206105|KRTAP20-4,0,0,0,0,0,0
ENSG00000184032|KRTAP20-2,0,0,0,0,0,0
ENSG00000206104|KRTAP20-3,0,0,0,0,0,0
ENSG00000295670,0,0,0,0,0,0
ENSG00000231068|KRTAP21-3,0,0,0,0,0,0
ENSG00000236400|KRTAP21-4P,0,0,0,0,0,0
ENSG00000187026|KRTAP21-2,0,0,0,0,0,0
ENSG00000187005|KRTAP21-1,0,0,0,0,0,0
ENSG00000238257,0,0,0,0,0,0
ENSG00000233036|KRTAP8-2P,0,0,0,0,0,0
ENSG00000227840|KRTAP8-3P,0,0,0,0,0,0
ENSG00000183640|KRTAP8-1,0,0,0,0,0,0
ENSG00000274749|KRTAP7-1,0,0,0,0,0,0
ENSG00000182591|KRTAP11-1,0,0,0,0,0,0
ENSG00000294875,0,0,0,0,0,0
ENSG00000206102|KRTAP19-8,0,0,0,0,0,0
ENSG00000228941|UBE3AP2,0,0,0,0,0,0
ENSG00000156299|TIAM1,0,0,0,0,0,0
ENSG00000306019,0,0,0,0,0,0
ENSG00000308272,0,0,0,0,0,0
ENSG00000286643,0,0,0,0,0,0
ENSG00000237325|MTRES1P2,0,0,0,0,0,0
ENSG00000304272,0,0,0,0,0,0
ENSG00000237594|TIAM1-AS1,0,0,0,0,0,0
ENSG00000297999,0,0,0,0,0,0
ENSG00000298042,0,0,0,0,0,0
ENSG00000234509|SOD1-DT,0,0,0,0,0,0
ENSG00000230870|FBXW11P1,0,0,0,0,0,0
ENSG00000298022,0,0,0,0,0,0
ENSG00000142168|SOD1,0,0,0,0,0,0
ENSG00000238390,0,0,0,0,0,0
ENSG00000273271,0,0,0,0,0,0
ENSG00000156304|SCAF4,0,0,0,0,0,0
ENSG00000229046|HMGN1P2,0,0,0,0,0,0
ENSG00000300283,0,0,0,0,0,0
ENSG00000273091,0,0,0,0,0,0
ENSG00000234107|TPT1P1,0,0,0,0,0,0
ENSG00000295250,0,0,0,0,0,0
ENSG00000142149|HUNK,0,0,0,0,0,0
ENSG00000237138|HUNK-AS1,0,0,0,0,0,0
ENSG00000230323|LINC00159,0,0,0,0,0,0
ENSG00000308154,0,0,0,0,0,0
ENSG00000261610,0,0,0,0,0,0
ENSG00000159055|MIS18A,0,0,0,0,0,0
ENSG00000227256|MIS18A-AS1,0,0,0,0,0,0
ENSG00000232623|MRAP-AS1,0,0,0,0,0,0
ENSG00000170262|MRAP,0,0,0,0,0,0
ENSG00000142207|URB1,0,0,0,0,0,0
ENSG00000200792|SNORA80A,0,0,0,0,0,0
ENSG00000256073|URB1-AS1,0,0,0,0,0,0
ENSG00000265590|CFAP298-TCP10L,0,0,0,0,0,0
ENSG00000166979|EVA1C,0,0,0,0,0,0
ENSG00000229007|EXOSC3P1,0,0,0,0,0,0
ENSG00000242220|TCP10L,0,0,0,0,0,0
ENSG00000252045,0,0,0,0,0,0
ENSG00000297779,0,0,0,0,0,0
ENSG00000252950|RNA5SP490,0,0,0,0,0,0
ENSG00000159079|CFAP298,0,0,0,0,0,0
ENSG00000228433|OR7E23P,0,0,0,0,0,0
ENSG00000238220,0,0,0,0,0,0
ENSG00000159082|SYNJ1,0,0,0,0,0,0
ENSG00000238197|PAXBP1-AS1,0,0,0,0,0,0
ENSG00000159086|PAXBP1,0,0,0,0,0,0
ENSG00000205930|EPCIP-AS1,0,0,0,0,0,0
ENSG00000279690,0,0,0,0,0,0
ENSG00000205929|EPCIP,0,0,0,0,0,0
ENSG00000224427,0,0,0,0,0,0
ENSG00000207098|SNORA70,0,0,0,0,0,0
ENSG00000232360,0,0,0,0,0,0
ENSG00000227757,0,0,0,0,0,0
ENSG00000301293,0,0,0,0,0,0
ENSG00000301276,0,0,0,0,0,0
ENSG00000228961|LINC01690,0,0,0,0,0,0
ENSG00000301393,0,0,0,0,0,0
ENSG00000205927|OLIG2,0,0,0,0,0,0
ENSG00000301417,0,0,0,0,0,0
ENSG00000301372,0,0,0,0,0,0
ENSG00000232539|LINC00945,0,0,0,0,0,0
ENSG00000184221|OLIG1,0,0,0,0,0,0
ENSG00000294108,0,0,0,0,0,0
ENSG00000226527,0,0,0,0,0,0
ENSG00000226433,0,0,0,0,0,0
ENSG00000229086|LINC01548,0,0,0,0,0,0
ENSG00000300126,0,0,0,0,0,0
ENSG00000159110|IFNAR2,0,0,0,0,0,0
ENSG00000249624|IFNAR2-IL10RB,0,0,0,0,0,0
ENSG00000223799|IL10RB-DT,0,0,0,0,0,0
ENSG00000243646|IL10RB,0,0,0,0,0,0
ENSG00000294417,0,0,0,0,0,0
ENSG00000289238,0,0,0,0,0,0
ENSG00000142166|IFNAR1,0,0,0,0,0,0
ENSG00000226501|USF1P1,0,0,0,0,0,0
ENSG00000310284,0,0,0,0,0,0
ENSG00000289939,0,0,0,0,0,0
ENSG00000159128|IFNGR2,0,0,0,0,0,0
ENSG00000142188|TMEM50B,0,0,0,0,0,0
ENSG00000310160,0,0,0,0,0,0
ENSG00000215088|RPS5P3,0,0,0,0,0,0
ENSG00000231355,0,0,0,0,0,0
ENSG00000177692|DNAJC28,0,0,0,0,0,0
ENSG00000298843,0,0,0,0,0,0
ENSG00000159131|GART,0,0,0,0,0,0
ENSG00000233956|BTF3P6,0,0,0,0,0,0
ENSG00000159140|SON,0,0,0,0,0,0
ENSG00000284448|MIR6501,0,0,0,0,0,0
ENSG00000159147|DONSON,0,0,0,0,0,0
ENSG00000249209,0,0,0,0,0,0
ENSG00000205758|CRYZL1,0,0,0,0,0,0
ENSG00000205726|ITSN1,0,0,0,0,0,0
ENSG00000241837|ATP5PO,0,0,0,0,0,0
ENSG00000237945|LINC00649,0,0,0,0,0,0
ENSG00000244294|RN7SL740P,0,0,0,0,0,0
ENSG00000273102,0,0,0,0,0,0
ENSG00000305888,0,0,0,0,0,0
ENSG00000305908,0,0,0,0,0,0
ENSG00000243927|MRPS6,0,0,0,0,0,0
ENSG00000293606,0,0,0,0,0,0
ENSG00000198743|SLC5A3,0,0,0,0,0,0
ENSG00000224598|RPS5P2,0,0,0,0,0,0
ENSG00000227456|LINC00310,0,0,0,0,0,0
ENSG00000304893,0,0,0,0,0,0
ENSG00000159197|KCNE2,0,0,0,0,0,0
ENSG00000304932,0,0,0,0,0,0
ENSG00000225555,0,0,0,0,0,0
ENSG00000205670|SMIM11,0,0,0,0,0,0
ENSG00000222018|C21orf140,0,0,0,0,0,0
ENSG00000273104,0,0,0,0,0,0
ENSG00000243627|SMIM34,0,0,0,0,0,0
ENSG00000272958,0,0,0,0,0,0
ENSG00000180509|KCNE1,0,0,0,0,0,0
ENSG00000221398,0,0,0,0,0,0
ENSG00000288711,0,0,0,0,0,0
ENSG00000159200|RCAN1,0,0,0,0,0,0
ENSG00000302803,0,0,0,0,0,0
ENSG00000303927,0,0,0,0,0,0
ENSG00000159212|CLIC6,0,0,0,0,0,0
ENSG00000230978|LINC00160,0,0,0,0,0,0
ENSG00000234380|LINC01426,0,0,0,0,0,0
ENSG00000159216|RUNX1,0,0,0,0,0,0
ENSG00000297102,0,0,0,0,0,0
ENSG00000286153|RUNX1-AS1,0,0,0,0,0,0
ENSG00000234703|RUNX1-AS2,0,0,0,0,0,0
ENSG00000309377,0,0,0,0,0,0
ENSG00000223671|RPL34P3,0,0,0,0,0,0
ENSG00000231300|EZH2P1,0,0,0,0,0,0
ENSG00000230794,0,0,0,0,0,0
ENSG00000307337,0,0,0,0,0,0
ENSG00000211590|MIR802,0,0,0,0,0,0
ENSG00000229761|RPS20P1,0,0,0,0,0,0
ENSG00000234008|PPP1R2P2,0,0,0,0,0,0
ENSG00000231106|LINC01436,0,0,0,0,0,0
ENSG00000214914|RPL23AP3,0,0,0,0,0,0
ENSG00000185917|SETD4,0,0,0,0,0,0
ENSG00000189089|RIMKLBP1,0,0,0,0,0,0
ENSG00000236677|SETD4-AS1,0,0,0,0,0,0
ENSG00000200213|RNU6-992P,0,0,0,0,0,0
ENSG00000159228|CBR1,0,0,0,0,0,0
ENSG00000289001,0,0,0,0,0,0
ENSG00000230212|CBR1-AS1,0,0,0,0,0,0
ENSG00000236119,0,0,0,0,0,0
ENSG00000236830|CBR3-AS1,0,0,0,0,0,0
ENSG00000233393,0,0,0,0,0,0
ENSG00000295923,0,0,0,0,0,0
ENSG00000295944,0,0,0,0,0,0
ENSG00000226054|MEMO1P1,0,0,0,0,0,0
ENSG00000214889|RPS9P1,0,0,0,0,0,0
ENSG00000159231|CBR3,0,0,0,0,0,0
ENSG00000142197|DOP1B,0,0,0,0,0,0
ENSG00000228149|RPL3P1,0,0,0,0,0,0
ENSG00000214867|SRSF9P1,0,0,0,0,0,0
ENSG00000273199,0,0,0,0,0,0
ENSG00000159256|MORC3,0,0,0,0,0,0
ENSG00000228107,0,0,0,0,0,0
ENSG00000159259|CHAF1B,0,0,0,0,0,0
ENSG00000224421|ATP5MFP1,0,0,0,0,0,0
ENSG00000289221,0,0,0,0,0,0
ENSG00000230479|LNCTSI,0,0,0,0,0,0
ENSG00000159261|CLDN14,0,0,0,0,0,0
ENSG00000279365,0,0,0,0,0,0
ENSG00000223741|PSMD4P1,0,0,0,0,0,0
ENSG00000286517,0,0,0,0,0,0
ENSG00000286852,0,0,0,0,0,0
ENSG00000231324,0,0,0,0,0,0
ENSG00000308206,0,0,0,0,0,0
ENSG00000224269,0,0,0,0,0,0
ENSG00000159263|SIM2,0,0,0,0,0,0
ENSG00000159267|HLCS,0,0,0,0,0,0
ENSG00000237646|HLCS-IT1,0,0,0,0,0,0
ENSG00000199806|RNA5SP491,0,0,0,0,0,0
ENSG00000270652|DPRXP5,0,0,0,0,0,0
ENSG00000224790|HLCS-AS1,0,0,0,0,0,0
ENSG00000207416|Y_RNA,0,0,0,0,0,0
ENSG00000215734|MRPL20P1,0,0,0,0,0,0
ENSG00000183145|RIPPLY3,0,0,0,0,0,0
ENSG00000302499,0,0,0,0,0,0
ENSG00000212136|RNU6-696P,0,0,0,0,0,0
ENSG00000185808|PIGP,0,0,0,0,0,0
ENSG00000182670|TTC3,0,0,0,0,0,0
ENSG00000270116,0,0,0,0,0,0
ENSG00000228677|TTC3-AS1,0,0,0,0,0,0
ENSG00000302472,0,0,0,0,0,0
ENSG00000230366|DSCR9,0,0,0,0,0,0
ENSG00000263969|RN7SL678P,0,0,0,0,0,0
ENSG00000242553,0,0,0,0,0,0
ENSG00000157538|VPS26C,0,0,0,0,0,0
ENSG00000305669,0,0,0,0,0,0
ENSG00000287637,0,0,0,0,0,0
ENSG00000273210,0,0,0,0,0,0
ENSG00000157540|DYRK1A,0,0,0,0,0,0
ENSG00000309268,0,0,0,0,0,0
ENSG00000302728,0,0,0,0,0,0
ENSG00000286717,0,0,0,0,0,0
ENSG00000309141,0,0,0,0,0,0
ENSG00000157542|KCNJ6,0,0,0,0,0,0
ENSG00000292434|KCNJ6-AS1,0,0,0,0,0,0
ENSG00000309128,0,0,0,0,0,0
ENSG00000292435,0,0,0,0,0,0
ENSG00000289538,0,0,0,0,0,0
ENSG00000184029|DSCR4,0,0,0,0,0,0
ENSG00000223608|DSCR4-IT1,0,0,0,0,0,0
ENSG00000198054|DSCR8,0,0,0,0,0,0
ENSG00000157551|KCNJ15,0,0,0,0,0,0
ENSG00000293371,0,0,0,0,0,0
ENSG00000270835,0,0,0,0,0,0
ENSG00000233316|DSCR10,0,0,0,0,0,0
ENSG00000289927,0,0,0,0,0,0
ENSG00000226012,0,0,0,0,0,0
ENSG00000231123|SPATA20P1,0,0,0,0,0,0
ENSG00000231231|LINC01423,0,0,0,0,0,0
ENSG00000310082,0,0,0,0,0,0
ENSG00000157554|ERG,0,0,0,0,0,0
ENSG00000289404,0,0,0,0,0,0
ENSG00000231480|SNRPGP13,0,0,0,0,0,0
ENSG00000287470,0,0,0,0,0,0
ENSG00000302272,0,0,0,0,0,0
ENSG00000223806|LINC00114,0,0,0,0,0,0
ENSG00000303066,0,0,0,0,0,0
ENSG00000157557|ETS2,0,0,0,0,0,0
ENSG00000205622|ETS2-AS1,0,0,0,0,0,0
ENSG00000229986,0,0,0,0,0,0
ENSG00000287082,0,0,0,0,0,0
ENSG00000229925,0,0,0,0,0,0
ENSG00000272015|SNORA62,0,0,0,0,0,0
ENSG00000227721|RPSAP64,0,0,0,0,0,0
ENSG00000301247,0,0,0,0,0,0
ENSG00000301200,0,0,0,0,0,0
ENSG00000301185,0,0,0,0,0,0
ENSG00000289445,0,0,0,0,0,0
ENSG00000302169,0,0,0,0,0,0
ENSG00000232837|LINC01700,0,0,0,0,0,0
ENSG00000235888|LINC02940,0,0,0,0,0,0
ENSG00000296867,0,0,0,0,0,0
ENSG00000288266,0,0,0,0,0,0
ENSG00000237609|LINC02943,0,0,0,0,0,0
ENSG00000305314,0,0,0,0,0,0
ENSG00000305290,0,0,0,0,0,0
ENSG00000228861|RPL23AP12,0,0,0,0,0,0
ENSG00000235701|PCBP2P1,0,0,0,0,0,0
ENSG00000276873,0,0,0,0,0,0
ENSG00000183527|PSMG1,0,0,0,0,0,0
ENSG00000297893,0,0,0,0,0,0
ENSG00000185658|BRWD1,0,0,0,0,0,0
ENSG00000272991,0,0,0,0,0,0
ENSG00000232608|TIMM9P2,0,0,0,0,0,0
ENSG00000237373|BRWD1-IT1,0,0,0,0,0,0
ENSG00000229623|METTL21AP1,0,0,0,0,0,0
ENSG00000238141|BRWD1-AS1,0,0,0,0,0,0
ENSG00000205581|HMGN1,0,0,0,0,0,0
ENSG00000252915|Y_RNA,0,0,0,0,0,0
ENSG00000298029,0,0,0,0,0,0
ENSG00000298046,0,0,0,0,0,0
ENSG00000227406|RNF6P1,0,0,0,0,0,0
ENSG00000182093|GET1,0,0,0,0,0,0
ENSG00000285815|GET1-SH3BGR,0,0,0,0,0,0
ENSG00000157578|LCA5L,0,0,0,0,0,0
ENSG00000185437|SH3BGR,0,0,0,0,0,0
ENSG00000275523|MIR6508,0,0,0,0,0,0
ENSG00000235808|MYL6P2,0,0,0,0,0,0
ENSG00000228349|RPS26P4,0,0,0,0,0,0
ENSG00000235012|JCADP1,0,0,0,0,0,0
ENSG00000184809|B3GALT5-AS1,0,0,0,0,0,0
ENSG00000183778|B3GALT5,0,0,0,0,0,0
ENSG00000225330,0,0,0,0,0,0
ENSG00000231713,0,0,0,0,0,0
ENSG00000183067|IGSF5,0,0,0,0,0,0
ENSG00000294761,0,0,0,0,0,0
ENSG00000183036|PCP4,0,0,0,0,0,0
ENSG00000308873,0,0,0,0,0,0
ENSG00000171587|DSCAM,0,0,0,0,0,0
ENSG00000263973|MIR4760,0,0,0,0,0,0
ENSG00000235123|DSCAM-AS1,0,0,0,0,0,0
ENSG00000207147,0,0,0,0,0,0
ENSG00000310309,0,0,0,0,0,0
ENSG00000233756|DSCAM-IT1,0,0,0,0,0,0
ENSG00000288069,0,0,0,0,0,0
ENSG00000230859|YRDCP3,0,0,0,0,0,0
ENSG00000286425,0,0,0,0,0,0
ENSG00000298201,0,0,0,0,0,0
ENSG00000301136,0,0,0,0,0,0
ENSG00000299081,0,0,0,0,0,0
ENSG00000226496|LINC00323,0,0,0,0,0,0
ENSG00000308866,0,0,0,0,0,0
ENSG00000263681|MIR3197,0,0,0,0,0,0
ENSG00000182240|BACE2,0,0,0,0,0,0
ENSG00000280109|PLAC4,0,0,0,0,0,0
ENSG00000224388|BACE2-IT1,0,0,0,0,0,0
ENSG00000306093,0,0,0,0,0,0
ENSG00000298244,0,0,0,0,0,0
ENSG00000183844|FAM3B,0,0,0,0,0,0
ENSG00000183486|MX2,0,0,0,0,0,0
ENSG00000157601|MX1,0,0,0,0,0,0
ENSG00000228318|MX1-AS1,0,0,0,0,0,0
ENSG00000184012|TMPRSS2,0,0,0,0,0,0
ENSG00000207503,0,0,0,0,0,0
ENSG00000232806,0,0,0,0,0,0
ENSG00000223400,0,0,0,0,0,0
ENSG00000286027|PCSEAT,0,0,0,0,0,0
ENSG00000296085,0,0,0,0,0,0
ENSG00000227702|LINC00111,0,0,0,0,0,0
ENSG00000236384|LINC00479,0,0,0,0,0,0
ENSG00000232401|LINC00112,0,0,0,0,0,0
ENSG00000307598,0,0,0,0,0,0
ENSG00000183421|RIPK4,0,0,0,0,0,0
ENSG00000236883,0,0,0,0,0,0
ENSG00000275166|MIR6814,0,0,0,0,0,0
ENSG00000289513,0,0,0,0,0,0
ENSG00000307611,0,0,0,0,0,0
ENSG00000141956|PRDM15,0,0,0,0,0,0
ENSG00000236545,0,0,0,0,0,0
